BusinessSegment,BusinessFunction,BusinessUnit,Facility,Division,Region,Market,StreetAddress,City,State,State_Name,Zip,Latitude,Longitude,STORE_TYPE_CODE,Store_Type_Text,OPEN_STATUS_CODE,OPEN_STATUS_DESC,OPEN_DATE,CLOSE_DATE,Facility_Sqft,DC_TYPE,DC_TYPE_DESC,SVC,SVC watch list,RPZ Rate,Complex Store,Complex Market,Turnaround,Academy,RPZ Watch List,Challenging,Base Division,Current_HC,County Name,FY20 Watch List
Walmart,Field Facility,Supercenter,5090,M - WEST,53 - WISCONSIN,440,1415 Lawrence Dr,De Pere,WI,Wisconsin,54115,44.4350311868923,-88.1040387797301,U,SuperCenter,2,"New,open 13 months or more",2003-08-20,,186215,0,NOT ASSIGNED,WM >=$80MM,N,0,N,N,N,N,,All Other,1,320,Brown,
Walmart,Field Facility,Supercenter,5091,B - CENTRAL,6 - HOUSTON,67,26270 Northwest Fwy,Cypress,TX,Texas,77429,29.9741034034374,-95.6989133331309,U,SuperCenter,2,"New,open 13 months or more",2004-05-19,,207497,0,NOT ASSIGNED,WM >=$80MM,N,0,N,N,N,N,,All Other,1,341,Harris,
Walmart,Field Facility,Supercenter,5092,B - CENTRAL,5 - DALLAS/ N TEXAS,53,190 E Round Grove Rd,Lewisville,TX,Texas,75067,33.0033168984373,-96.9904314783195,U,SuperCenter,2,"New,open 13 months or more",2003-10-29,,205805,0,NOT ASSIGNED,WM >=$80MM,N,0,N,N,N,N,,All Other,1,327,Denton,
Walmart,Field Facility,Neighborhood Market,5093,O - NEIGHBORHOOD MARKET,64 - SOUTHWEST,507,4404 S Peoria Ave,Tulsa,OK,Oklahoma,74105,36.0996,-95.9758797198149,U,SuperCenter,2,"New,open 13 months or more",2003-01-29,,39910,0,NOT ASSIGNED,Neighborhood Market Complex,N,0,Y,Y,N,N,,All Other,1,92,Tulsa,
Walmart,Field Facility,Neighborhood Market,5094,O - NEIGHBORHOOD MARKET,64 - SOUTHWEST,562,9700 Hillcroft St,Houston,TX,Texas,77096,29.6751474555408,-95.4938956854746,U,SuperCenter,2,"New,open 13 months or more",2003-01-29,,39910,0,NOT ASSIGNED,Neighborhood Market Complex,N,0,Y,Y,N,N,,All Other,1,119,Harris,
Walmart,Field Facility,Supercenter,5095,E - NORTHEAST,17 - RI/ CT/ S NY/ N NJ,163,495 Flatbush Ave,Hartford,CT,Connecticut,06106,41.7424636618109,-72.7118802461122,U,SuperCenter,5,"Old,more than 13 months since re-grand",2005-01-26,,149551,0,NOT ASSIGNED,Supercenter Complex,N,0.1,Y,N,N,N,,All Other,1,417,Hartford,
Walmart,Field Facility,Supercenter,5096,M - WEST,57 - SOUTH CALIFORNIA,463,34500 Monterey Ave,Palm Desert,CA,California,92211,33.7979393529095,-116.387863503904,U,SuperCenter,2,"New,open 13 months or more",2006-06-28,,221095,0,NOT ASSIGNED,WM >=$80MM,N,0.15,N,N,N,N,,All Other,1,325,Riverside,
Walmart,Field Facility,Supercenter,5097,E - NORTHEAST,19 - MICHIGAN/ N IN,204,5650 Bay Rd,Saginaw,MI,Michigan,48604,43.4895500570896,-83.9738746642833,U,SuperCenter,2,"New,open 13 months or more",2003-09-24,,207637,0,NOT ASSIGNED,WM $60MM - $80MM,N,0,N,N,N,N,,All Other,1,263,Saginaw,
Walmart,Field Facility,Neighborhood Market,5098,O - NEIGHBORHOOD MARKET,72 - SOUTHEAST,545,1970 S University Blvd,Mobile,AL,Alabama,36609,30.6491472461492,-88.1613943468596,U,SuperCenter,2,"New,open 13 months or more",2003-01-15,,44185,0,NOT ASSIGNED,WM $20MM - $40MM,N,0,N,N,N,N,,All Other,1,97,Mobile,
Walmart,Field Facility,Supercenter,5099,M - WEST,47 - CO/ WY/ KS,388,2545 Rimrock Ave,Grand Junction,CO,Colorado,81505,39.0781428674084,-108.58178,U,SuperCenter,2,"New,open 13 months or more",2003-10-29,,206456,0,NOT ASSIGNED,WM >=$80MM,N,0,N,N,N,N,,All Other,1,358,Mesa,
Walmart,Field Facility,Neighborhood Market,5100,O - NEIGHBORHOOD MARKET,72 - SOUTHEAST,544,1916 Center Point Pkwy,Birmingham,AL,Alabama,35215,33.637812207529,-86.6838794851225,U,SuperCenter,2,"New,open 13 months or more",2003-01-15,,41403,0,NOT ASSIGNED,WM $20MM - $40MM,N,0,N,N,Y,N,,All Other,1,74,Jefferson,
Walmart,Field Facility,Supercenter,5101,M - WEST,54 - NV/ UT/ W AZ/ S ID,396,300 S Highway 160,Pahrump,NV,Nevada,89048,36.2151432356406,-115.992734365929,U,SuperCenter,2,"New,open 13 months or more",2003-05-21,,155082,0,NOT ASSIGNED,WM >=$80MM,N,0,N,Y,N,N,,All Other,1,287,Nye,
Walmart,Field Facility,Neighborhood Market,5102,O - NEIGHBORHOOD MARKET,64 - SOUTHWEST,543,99 Westbank Expy,Gretna,LA,Louisiana,70053,29.9124226551187,-90.0528307526102,U,SuperCenter,2,"New,open 13 months or more",2016-01-13,,43240,0,NOT ASSIGNED,WM $20MM - $40MM,N,0.1,N,N,N,N,,All Other,1,112,Jefferson,
Walmart,Field Facility,Supercenter,5103,E - NORTHEAST,22 - SOUTHEAST PA/ SOUTH NJ,166,4600 Roosevelt Blvd Bldg G,Philadelphia,PA,Pennsylvania,19124,40.0300716934109,-75.1023011846423,R,Regular Wal-Mart,2,"New,open 13 months or more",2003-06-18,,109554,0,NOT ASSIGNED,Supercenter Complex,N,0.1,Y,Y,N,N,,All Other,1,341,Philadelphia,
Walmart,Field Facility,Supercenter,5104,E - NORTHEAST,21 - WEST AND CENTRAL OHIO,221,1701 W Dorothy Ln,Moraine,OH,Ohio,45439,39.7090946621638,-84.2027143093129,U,SuperCenter,2,"New,open 13 months or more",2003-08-20,,210438,0,NOT ASSIGNED,WM $40MM - $60MM,N,0,N,N,N,N,,All Other,1,240,Montgomery,
Walmart,Field Facility,Supercenter,5105,E - NORTHEAST,75 - MD AND DC,286,10 Riverton Commons Dr,Front Royal,VA,Virginia,22630,38.9644447050226,-78.1872256001126,U,SuperCenter,2,"New,open 13 months or more",2008-06-11,,203716,0,NOT ASSIGNED,WM >=$80MM,N,0,N,N,N,N,,All Other,1,301,Warren,
Walmart,Field Facility,Neighborhood Market,5106,O - NEIGHBORHOOD MARKET,72 - SOUTHEAST,96,4255 Alafaya Trl,Oviedo,FL,Florida,32765,28.6132770829455,-81.2078661748851,U,SuperCenter,2,"New,open 13 months or more",2003-01-15,,39910,0,NOT ASSIGNED,WM $20MM - $40MM,N,0,N,N,N,N,,All Other,1,105,Seminole,
Walmart,Field Facility,Neighborhood Market,5107,O - NEIGHBORHOOD MARKET,59 - ATLANTIC COAST,494,109 Gallatin Pike N,Madison,TN,Tennessee,37115,36.2631974074718,-86.712032219928,U,SuperCenter,2,"New,open 13 months or more",2005-08-31,,39990,0,NOT ASSIGNED,WM $20MM - $40MM,N,0,N,N,N,N,,All Other,1,101,Davidson,
Walmart,Field Facility,Neighborhood Market,5108,O - NEIGHBORHOOD MARKET,64 - SOUTHWEST,526,3000 Saul Kleinfeld Dr,El Paso,TX,Texas,79936,31.7832378571429,-106.284848676425,U,SuperCenter,2,"New,open 13 months or more",2003-01-15,,41062,0,NOT ASSIGNED,WM $20MM - $40MM,N,0,N,N,N,N,,All Other,1,103,El Paso,
Walmart,Field Facility,Neighborhood Market,5109,O - NEIGHBORHOOD MARKET,61 - WEST,557,4570 S 4000 W,West Valley City,UT,Utah,84120,40.6702760835242,-111.986820727249,U,SuperCenter,2,"New,open 13 months or more",2003-01-15,,39910,0,NOT ASSIGNED,WM $20MM - $40MM,N,0,N,N,N,N,,All Other,1,107,Salt Lake,
Walmart,Field Facility,Neighborhood Market,5110,O - NEIGHBORHOOD MARKET,61 - WEST,557,1360 E Draper Pkwy,Draper,UT,Utah,84020,40.5274299131117,-111.853102384265,U,SuperCenter,2,"New,open 13 months or more",2003-08-06,,39910,0,NOT ASSIGNED,WM $20MM - $40MM,N,0,N,N,N,N,,All Other,1,81,Salt Lake,
Walmart,Field Facility,Supercenter,5111,E - NORTHEAST,17 - RI/ CT/ S NY/ N NJ,176,1501 US Highway 22,Watchung,NJ,New Jersey,07069,40.6385148754528,-74.421502762939,R,Regular Wal-Mart,2,"New,open 13 months or more",2004-01-28,,133403,0,NOT ASSIGNED,WM $60MM - $80MM,N,0.15,Y,Y,N,N,,All Other,1,222,Somerset,
Walmart,Support,SUPERCENTER,5112,X - US RETAIL SD X,99 - RETAIL REGION 99,999,Route 65 N,Kilbuck,PA,Pennsylvania,15233,40.45957,-80.0337,U,SuperCenter,7,Closed,2018-04-25,2018-04-25,204167,0,NOT ASSIGNED,Wal-Mart 40m - 80m,,0,All Other,All Other,All Other,All Other,,All Other,1,0,ALLEGHENY,
Walmart,Field Facility,Supercenter,5113,A - SOUTHEAST,14 - NORTH MISS/ ALABAMA,10,165 Vaughan Ln,Pell City,AL,Alabama,35125,33.6096920984586,-86.2798322239073,U,SuperCenter,2,"New,open 13 months or more",2003-07-16,,186215,0,NOT ASSIGNED,WM >=$80MM,N,0,N,N,N,N,,All Other,1,310,Saint Clair,
